Audio File,Similar Files
000588.mp3,"000588.mp3:0.00,003989.mp3:29.57,003819.mp3:36.64,003318.mp3:45.42,003699.mp3:48.68"
000561.mp3,"000561.mp3:0.00,003863.mp3:40.64,000550.mp3:45.46,000357.mp3:46.73,000464.mp3:51.51"
000832.mp3,"000832.mp3:0.00,000833.mp3:28.46,003517.mp3:38.32,000303.mp3:46.44,003598.mp3:47.81"
000695.mp3,"000695.mp3:0.00,003810.mp3:45.12,003820.mp3:52.46,003317.mp3:53.97,000155.mp3:55.61"
000176.mp3,"000176.mp3:0.00,003973.mp3:40.05,003546.mp3:41.04,003979.mp3:47.51,003433.mp3:51.96"
000188.mp3,"000188.mp3:0.00,000159.mp3:50.67,003537.mp3:56.84,003482.mp3:58.72,000203.mp3:63.87"
000901.mp3,"000901.mp3:0.00,003495.mp3:32.01,003965.mp3:38.09,003784.mp3:42.26,000462.mp3:44.12"
000361.mp3,"000361.mp3:0.00,003854.mp3:38.08,003852.mp3:39.32,000831.mp3:44.05,003717.mp3:45.77"
000991.mp3,"000991.mp3:0.00,003888.mp3:35.10,003891.mp3:38.97,003647.mp3:41.31,003698.mp3:47.46"
000371.mp3,"000371.mp3:0.00,000566.mp3:55.16,003588.mp3:59.15,000344.mp3:63.41,000834.mp3:66.68"
000558.mp3,"000558.mp3:0.00,000818.mp3:88.14,003608.mp3:97.27,000430.mp3:101.45,000770.mp3:110.20"
000154.mp3,"000154.mp3:0.00,000397.mp3:63.05,000898.mp3:94.12,000883.mp3:113.19,003807.mp3:122.36"
000954.mp3,"000954.mp3:0.00,000756.mp3:54.70,003401.mp3:74.95,000618.mp3:78.43,003405.mp3:78.70"
000308.mp3,"000308.mp3:0.00,003267.mp3:53.46,003450.mp3:71.18,000891.mp3:85.99,003599.mp3:87.00"
000315.mp3,"000315.mp3:0.00,000571.mp3:41.92,003535.mp3:52.37,003743.mp3:52.98,003769.mp3:53.91"
000738.mp3,"000738.mp3:0.00,003569.mp3:57.02,000863.mp3:68.49,000575.mp3:71.51,000741.mp3:75.96"
000846.mp3,"000846.mp3:0.00,003750.mp3:58.91,000742.mp3:61.61,000700.mp3:66.40,000441.mp3:67.34"
000485.mp3,"000485.mp3:0.00,000997.mp3:64.10,003932.mp3:84.63,000275.mp3:86.67,000771.mp3:88.51"
000660.mp3,"000660.mp3:0.00,003514.mp3:39.55,003928.mp3:41.67,003779.mp3:48.34,000885.mp3:48.95"
000729.mp3,"000729.mp3:0.00,003320.mp3:52.02,003775.mp3:53.13,000448.mp3:54.56,003606.mp3:54.92"
000204.mp3,"000204.mp3:0.00,000649.mp3:39.11,003842.mp3:40.00,000421.mp3:40.14,000903.mp3:48.00"
000545.mp3,"000545.mp3:0.00,000539.mp3:26.70,000549.mp3:40.04,000544.mp3:40.21,000537.mp3:43.81"
000723.mp3,"000723.mp3:0.00,000592.mp3:40.50,000536.mp3:42.62,003464.mp3:45.20,000330.mp3:46.85"
000844.mp3,"000844.mp3:0.00,000843.mp3:20.46,000839.mp3:36.98,000521.mp3:42.47,000587.mp3:56.04"
000785.mp3,"000785.mp3:0.00,000550.mp3:30.78,003863.mp3:39.63,000464.mp3:45.82,000561.mp3:52.60"
000918.mp3,"000918.mp3:0.00,000913.mp3:42.43,003940.mp3:60.76,000650.mp3:63.77,003402.mp3:69.05"
000674.mp3,"000674.mp3:0.00,000845.mp3:45.53,000731.mp3:48.73,000675.mp3:53.56,003603.mp3:55.10"
000654.mp3,"000654.mp3:0.00,003895.mp3:42.19,003737.mp3:42.43,003950.mp3:44.29,003360.mp3:48.05"
000484.mp3,"000484.mp3:0.00,003972.mp3:37.16,003708.mp3:39.95,000625.mp3:47.50,003359.mp3:48.74"
000950.mp3,"000950.mp3:0.00,000907.mp3:9.74,000572.mp3:25.31,000943.mp3:40.25,000306.mp3:41.29"
000504.mp3,"000504.mp3:0.00,003723.mp3:60.50,000895.mp3:61.69,000249.mp3:83.30,000481.mp3:87.53"
000207.mp3,"000207.mp3:0.00,003621.mp3:65.42,000603.mp3:66.76,003538.mp3:69.57,003850.mp3:79.03"
000700.mp3,"000700.mp3:0.00,003750.mp3:66.20,000846.mp3:66.40,000860.mp3:73.85,000767.mp3:81.96"
000309.mp3,"000309.mp3:0.00,000904.mp3:67.08,003903.mp3:67.24,003377.mp3:67.40,003274.mp3:88.22"
000147.mp3,"000147.mp3:0.00,003756.mp3:38.53,000490.mp3:41.97,003404.mp3:52.30,000642.mp3:54.78"
000761.mp3,"000761.mp3:0.00,003712.mp3:631.12,000749.mp3:1012.01,000866.mp3:1053.49,000745.mp3:1094.88"
000949.mp3,"000949.mp3:0.00,000591.mp3:24.82,003769.mp3:36.22,000956.mp3:40.55,003324.mp3:43.29"
000173.mp3,"000173.mp3:0.00,000255.mp3:42.76,000350.mp3:47.26,003720.mp3:47.29,000396.mp3:58.06"
000806.mp3,"000806.mp3:0.00,003749.mp3:47.29,003796.mp3:50.72,000838.mp3:51.31,003684.mp3:53.86"
000507.mp3,"000507.mp3:0.00,000406.mp3:39.67,000493.mp3:45.81,000584.mp3:51.11,003788.mp3:56.89"
000285.mp3,"000285.mp3:0.00,000751.mp3:71.25,000480.mp3:80.85,000574.mp3:82.74,003887.mp3:83.11"
000861.mp3,"000861.mp3:0.00,000446.mp3:40.53,003569.mp3:54.01,000713.mp3:55.46,003571.mp3:58.62"
000885.mp3,"000885.mp3:0.00,003779.mp3:47.64,000660.mp3:48.95,003514.mp3:50.30,000146.mp3:64.64"
000608.mp3,"000608.mp3:0.00,003756.mp3:43.53,003819.mp3:46.32,003318.mp3:49.37,000588.mp3:53.72"
000633.mp3,"000633.mp3:0.00,003726.mp3:47.47,003721.mp3:60.80,003722.mp3:68.85,000716.mp3:75.14"
000539.mp3,"000539.mp3:0.00,000545.mp3:26.70,000537.mp3:41.12,000549.mp3:42.59,000335.mp3:46.91"
000273.mp3,"000273.mp3:0.00,000995.mp3:85.50,000284.mp3:89.53,000452.mp3:95.13,000965.mp3:96.61"
000841.mp3,"000841.mp3:0.00,000864.mp3:38.07,000706.mp3:69.45,000854.mp3:70.86,000775.mp3:84.88"
000313.mp3,"000313.mp3:0.00,000833.mp3:54.77,000303.mp3:56.26,003559.mp3:57.56,000661.mp3:57.96"
000181.mp3,"000181.mp3:0.00,003666.mp3:45.37,000515.mp3:46.43,003795.mp3:48.68,003316.mp3:48.73"
000676.mp3,"000676.mp3:0.00,000559.mp3:45.86,000804.mp3:49.13,000850.mp3:52.85,000145.mp3:54.36"
000833.mp3,"000833.mp3:0.00,000832.mp3:28.46,000303.mp3:38.76,000661.mp3:47.39,003598.mp3:49.39"
000189.mp3,"000189.mp3:0.00,000196.mp3:51.56,003711.mp3:54.40,000886.mp3:54.47,000987.mp3:73.30"
000589.mp3,"000589.mp3:0.00,003685.mp3:41.50,000228.mp3:49.77,003666.mp3:68.68,003638.mp3:73.47"
000470.mp3,"000470.mp3:0.00,003924.mp3:39.61,000570.mp3:42.06,000567.mp3:49.11,000419.mp3:49.73"
000463.mp3,"000463.mp3:0.00,003957.mp3:39.26,000310.mp3:45.58,003944.mp3:45.59,003946.mp3:47.36"
000712.mp3,"000712.mp3:0.00,000711.mp3:33.23,000767.mp3:69.78,000742.mp3:87.65,000441.mp3:95.94"
000479.mp3,"000479.mp3:0.00,003950.mp3:40.24,003864.mp3:40.36,003361.mp3:44.35,003321.mp3:45.35"
000139.mp3,"000139.mp3:0.00,003811.mp3:30.82,003727.mp3:41.13,003816.mp3:41.97,000426.mp3:44.83"
000803.mp3,"000803.mp3:0.00,003760.mp3:75.54,003887.mp3:77.75,003700.mp3:84.15,000285.mp3:84.15"
000282.mp3,"000282.mp3:0.00,000300.mp3:44.96,000276.mp3:50.68,000692.mp3:72.09,000755.mp3:87.88"
000617.mp3,"000617.mp3:0.00,003346.mp3:56.03,000149.mp3:68.11,003886.mp3:73.98,000157.mp3:74.64"
000481.mp3,"000481.mp3:0.00,000894.mp3:53.04,000345.mp3:73.12,000715.mp3:80.70,000904.mp3:83.38"
000859.mp3,"000859.mp3:0.00,000768.mp3:52.89,000857.mp3:53.24,000674.mp3:60.81,003603.mp3:68.67"
000963.mp3,"000963.mp3:0.00,000969.mp3:52.94,003916.mp3:53.15,003921.mp3:54.59,000158.mp3:55.36"
000169.mp3,"000169.mp3:0.00,003909.mp3:39.88,003908.mp3:44.94,003910.mp3:57.66,003628.mp3:62.22"
000538.mp3,"000538.mp3:0.00,000546.mp3:27.24,003771.mp3:47.27,003597.mp3:48.10,003285.mp3:49.17"
000942.mp3,"000942.mp3:0.00,003479.mp3:31.60,003435.mp3:32.70,000653.mp3:36.72,000645.mp3:37.93"
000193.mp3,"000193.mp3:0.00,003154.mp3:43.40,003827.mp3:43.80,000209.mp3:47.49,000344.mp3:49.59"
000681.mp3,"000681.mp3:0.00,000680.mp3:1.37,000797.mp3:32.88,003954.mp3:48.12,000560.mp3:58.04"
000969.mp3,"000969.mp3:0.00,003916.mp3:26.93,003921.mp3:33.02,003787.mp3:39.65,000593.mp3:41.86"
000210.mp3,"000210.mp3:0.00,000326.mp3:24.91,000200.mp3:31.51,000647.mp3:34.23,003461.mp3:36.02"
000692.mp3,"000692.mp3:0.00,000755.mp3:65.93,000300.mp3:66.08,000282.mp3:72.09,000438.mp3:73.16"
000948.mp3,"000948.mp3:0.00,003856.mp3:39.46,003349.mp3:42.49,000919.mp3:44.50,000427.mp3:45.23"
000322.mp3,"000322.mp3:0.00,003761.mp3:45.22,000974.mp3:49.84,000418.mp3:49.93,003885.mp3:55.96"
000274.mp3,"000274.mp3:0.00,000997.mp3:59.68,000275.mp3:103.26,000485.mp3:107.99,000771.mp3:120.07"
000359.mp3,"000359.mp3:0.00,000571.mp3:50.19,000591.mp3:52.01,000949.mp3:53.22,000199.mp3:53.46"
000246.mp3,"000246.mp3:0.00,003939.mp3:34.79,000701.mp3:36.17,000574.mp3:48.82,003887.mp3:48.96"
000615.mp3,"000615.mp3:0.00,003902.mp3:81.30,000898.mp3:130.15,003481.mp3:137.79,003558.mp3:156.76"
000856.mp3,"000856.mp3:0.00,000757.mp3:33.34,000704.mp3:53.56,000773.mp3:55.32,000836.mp3:55.88"
000393.mp3,"000393.mp3:0.00,000699.mp3:122.45,000696.mp3:167.32,000743.mp3:181.20,003922.mp3:206.08"
000369.mp3,"000369.mp3:0.00,003432.mp3:29.52,000783.mp3:46.67,003883.mp3:48.51,003780.mp3:53.94"
000314.mp3,"000314.mp3:0.00,003928.mp3:59.15,003452.mp3:60.09,003779.mp3:65.17,000559.mp3:65.25"
000568.mp3,"000568.mp3:0.00,003314.mp3:54.06,000470.mp3:54.33,000959.mp3:56.20,000673.mp3:61.71"
000571.mp3,"000571.mp3:0.00,003535.mp3:39.67,000315.mp3:41.92,000199.mp3:43.86,003769.mp3:45.14"
000424.mp3,"000424.mp3:0.00,000476.mp3:53.54,000610.mp3:62.87,000208.mp3:64.92,000334.mp3:66.72"
000586.mp3,"000586.mp3:0.00,003479.mp3:49.06,003435.mp3:50.06,000645.mp3:51.62,003553.mp3:51.77"
000647.mp3,"000647.mp3:0.00,000200.mp3:31.55,000210.mp3:34.23,003625.mp3:34.93,000612.mp3:35.15"
000925.mp3,"000925.mp3:0.00,003963.mp3:46.57,003356.mp3:49.26,003966.mp3:49.32,003965.mp3:50.37"
000776.mp3,"000776.mp3:0.00,003922.mp3:37.45,000765.mp3:39.98,000763.mp3:48.98,003575.mp3:54.63"
000394.mp3,"000394.mp3:0.00,000998.mp3:146.77,003799.mp3:269.60,000897.mp3:332.08,000758.mp3:337.27"
000354.mp3,"000354.mp3:0.00,003518.mp3:35.32,000962.mp3:41.54,003447.mp3:42.99,000140.mp3:51.37"
000317.mp3,"000317.mp3:0.00,000321.mp3:31.47,000779.mp3:53.75,000324.mp3:55.83,000404.mp3:57.90"
000525.mp3,"000525.mp3:0.00,003874.mp3:31.43,003946.mp3:36.21,003948.mp3:37.84,003667.mp3:43.38"
000665.mp3,"000665.mp3:0.00,003763.mp3:30.24,003522.mp3:34.27,003702.mp3:34.87,003813.mp3:40.77"
000583.mp3,"000583.mp3:0.00,000526.mp3:46.88,003732.mp3:50.37,000493.mp3:52.76,000584.mp3:53.33"
000347.mp3,"000347.mp3:0.00,003897.mp3:56.40,000252.mp3:56.44,003919.mp3:58.51,003726.mp3:59.97"
000709.mp3,"000709.mp3:0.00,003655.mp3:33.54,000669.mp3:37.87,003796.mp3:44.50,003407.mp3:46.70"
000702.mp3,"000702.mp3:0.00,003407.mp3:54.37,000258.mp3:56.83,003816.mp3:59.36,003925.mp3:61.76"
000547.mp3,"000547.mp3:0.00,000535.mp3:38.34,003445.mp3:52.65,003747.mp3:61.76,000541.mp3:62.56"
000510.mp3,"000510.mp3:0.00,000427.mp3:72.19,000948.mp3:72.97,000920.mp3:76.55,003533.mp3:79.53"
000872.mp3,"000872.mp3:0.00,003288.mp3:45.16,000623.mp3:49.05,003718.mp3:61.66,003846.mp3:70.60"
000254.mp3,"000254.mp3:0.00,003581.mp3:37.06,003975.mp3:42.57,003764.mp3:42.64,003658.mp3:43.17"
000651.mp3,"000651.mp3:0.00,003499.mp3:37.64,000398.mp3:39.24,000502.mp3:40.35,000605.mp3:53.89"
000920.mp3,"000920.mp3:0.00,003857.mp3:66.16,000908.mp3:69.27,000948.mp3:70.60,000510.mp3:76.55"
000906.mp3,"000906.mp3:0.00,000165.mp3:43.98,003445.mp3:45.27,000535.mp3:46.11,003286.mp3:46.59"
000563.mp3,"000563.mp3:0.00,003452.mp3:63.59,003803.mp3:68.42,003779.mp3:69.81,000434.mp3:72.65"
000442.mp3,"000442.mp3:0.00,003732.mp3:37.11,003782.mp3:44.51,000584.mp3:44.73,003970.mp3:45.75"
000211.mp3,"000211.mp3:0.00,000983.mp3:33.99,000523.mp3:36.76,003716.mp3:40.40,000641.mp3:40.82"
000337.mp3,"000337.mp3:0.00,003606.mp3:46.63,000686.mp3:48.47,003778.mp3:50.07,000687.mp3:53.43"
000300.mp3,"000300.mp3:0.00,000282.mp3:44.96,000692.mp3:66.08,000438.mp3:66.36,000755.mp3:70.71"
000324.mp3,"000324.mp3:0.00,003898.mp3:33.68,003964.mp3:34.17,003464.mp3:35.79,003897.mp3:37.51"
000837.mp3,"000837.mp3:0.00,003894.mp3:43.50,000839.mp3:46.00,003699.mp3:50.95,000697.mp3:51.05"
000385.mp3,"000385.mp3:0.00,003354.mp3:27.77,003697.mp3:27.97,000683.mp3:33.05,000527.mp3:35.04"
000430.mp3,"000430.mp3:0.00,003608.mp3:88.11,000770.mp3:91.31,000743.mp3:92.79,000705.mp3:98.09"
000340.mp3,"000340.mp3:0.00,000166.mp3:46.74,003847.mp3:59.13,003759.mp3:63.90,003449.mp3:65.73"
000585.mp3,"000585.mp3:0.00,000554.mp3:34.34,003964.mp3:43.94,003464.mp3:44.08,000723.mp3:51.43"
000890.mp3,"000890.mp3:0.00,003748.mp3:49.86,003848.mp3:61.45,000889.mp3:71.44,000167.mp3:73.45"
000174.mp3,"000174.mp3:0.00,000862.mp3:52.98,000855.mp3:56.37,000578.mp3:57.61,000795.mp3:60.46"
000670.mp3,"000670.mp3:0.00,003269.mp3:46.15,003956.mp3:50.24,000683.mp3:51.44,003354.mp3:52.62"
000863.mp3,"000863.mp3:0.00,000575.mp3:44.22,003636.mp3:59.70,000694.mp3:63.04,000861.mp3:65.24"
000306.mp3,"000306.mp3:0.00,000943.mp3:33.98,000975.mp3:37.62,000907.mp3:38.42,000950.mp3:41.29"
000928.mp3,"000928.mp3:0.00,000448.mp3:52.10,000652.mp3:64.45,003322.mp3:68.23,003672.mp3:69.66"
000781.mp3,"000781.mp3:0.00,000431.mp3:42.68,000669.mp3:44.17,003763.mp3:46.06,003951.mp3:49.05"
000977.mp3,"000977.mp3:0.00,000912.mp3:20.33,000528.mp3:32.71,003689.mp3:33.19,003462.mp3:41.22"
000845.mp3,"000845.mp3:0.00,000674.mp3:45.53,003575.mp3:59.31,000675.mp3:64.99,000768.mp3:71.93"
000367.mp3,"000367.mp3:0.00,000358.mp3:46.45,003854.mp3:53.47,003713.mp3:55.21,003590.mp3:59.18"
000934.mp3,"000934.mp3:0.00,003348.mp3:21.34,000436.mp3:63.76,000362.mp3:79.86,003952.mp3:95.62"
000624.mp3,"000624.mp3:0.00,000163.mp3:32.56,003739.mp3:36.09,000611.mp3:38.74,003446.mp3:38.81"
000531.mp3,"000531.mp3:0.00,003466.mp3:37.62,003474.mp3:38.75,000523.mp3:41.04,003967.mp3:41.58"
000136.mp3,"000136.mp3:0.00,000226.mp3:43.01,000736.mp3:52.41,003440.mp3:53.51,000135.mp3:54.06"
000541.mp3,"000541.mp3:0.00,000534.mp3:43.24,000547.mp3:62.56,000384.mp3:63.02,003273.mp3:63.74"
000252.mp3,"000252.mp3:0.00,003897.mp3:35.31,003464.mp3:40.39,000592.mp3:44.68,003964.mp3:47.29"
000144.mp3,"000144.mp3:0.00,003812.mp3:27.98,000805.mp3:31.31,003754.mp3:37.47,003645.mp3:43.70"
000996.mp3,"000996.mp3:0.00,003573.mp3:175.22,000897.mp3:188.69,000580.mp3:205.39,000727.mp3:240.40"
000693.mp3,"000693.mp3:0.00,000386.mp3:52.69,000469.mp3:55.29,000721.mp3:56.87,003834.mp3:58.62"
000686.mp3,"000686.mp3:0.00,000687.mp3:9.65,003606.mp3:35.26,000677.mp3:42.54,000337.mp3:48.47"
000922.mp3,"000922.mp3:0.00,003775.mp3:57.14,000729.mp3:58.36,000449.mp3:58.79,000146.mp3:59.89"
000671.mp3,"000671.mp3:0.00,000678.mp3:28.62,000672.mp3:28.64,000509.mp3:42.88,003360.mp3:44.71"
000423.mp3,"000423.mp3:0.00,000941.mp3:59.67,000464.mp3:70.11,003863.mp3:71.08,003396.mp3:73.96"
000931.mp3,"000931.mp3:0.00,000439.mp3:62.70,000256.mp3:81.29,000459.mp3:83.55,000896.mp3:83.67"
000614.mp3,"000614.mp3:0.00,003604.mp3:45.12,000443.mp3:47.37,000257.mp3:53.01,003607.mp3:53.77"
000532.mp3,"000532.mp3:0.00,003458.mp3:57.89,000450.mp3:67.70,003290.mp3:78.14,000433.mp3:88.07"
000416.mp3,"000416.mp3:0.00,003867.mp3:47.14,000666.mp3:51.18,003502.mp3:52.03,000626.mp3:67.65"
000432.mp3,"000432.mp3:0.00,003955.mp3:48.69,000620.mp3:50.70,003634.mp3:63.76,000433.mp3:65.61"
000750.mp3,"000750.mp3:0.00,000727.mp3:106.34,000748.mp3:108.41,000737.mp3:123.99,000735.mp3:130.16"
000200.mp3,"000200.mp3:0.00,000210.mp3:31.51,000647.mp3:31.55,003625.mp3:39.27,003899.mp3:41.04"
000984.mp3,"000984.mp3:0.00,003772.mp3:33.69,003627.mp3:37.35,003356.mp3:47.17,000990.mp3:50.12"
000646.mp3,"000646.mp3:0.00,000612.mp3:20.96,003943.mp3:25.09,003375.mp3:30.76,003465.mp3:31.48"
000411.mp3,"000411.mp3:0.00,003906.mp3:53.88,003898.mp3:59.88,000321.mp3:60.04,000247.mp3:60.19"
000153.mp3,"000153.mp3:0.00,003694.mp3:59.72,003669.mp3:60.71,000459.mp3:60.98,003890.mp3:61.01"
000205.mp3,"000205.mp3:0.00,003426.mp3:48.30,003883.mp3:53.92,000418.mp3:54.01,000213.mp3:55.20"
000938.mp3,"000938.mp3:0.00,003799.mp3:145.10,003570.mp3:197.51,000643.mp3:211.09,003808.mp3:251.90"
000167.mp3,"000167.mp3:0.00,003884.mp3:48.33,003267.mp3:56.87,003450.mp3:58.39,003885.mp3:61.29"
000535.mp3,"000535.mp3:0.00,000547.mp3:38.34,000906.mp3:46.11,003445.mp3:50.44,003866.mp3:55.99"
000943.mp3,"000943.mp3:0.00,000306.mp3:33.98,000975.mp3:36.08,000907.mp3:37.78,000950.mp3:40.25"
000840.mp3,"000840.mp3:0.00,003833.mp3:47.81,003699.mp3:52.15,000697.mp3:53.14,003369.mp3:58.34"
000559.mp3,"000559.mp3:0.00,000676.mp3:45.86,003928.mp3:52.80,003779.mp3:54.84,003514.mp3:58.27"
000334.mp3,"000334.mp3:0.00,000471.mp3:63.60,000352.mp3:63.96,000208.mp3:64.62,003357.mp3:64.73"
000739.mp3,"000739.mp3:0.00,000760.mp3:38.13,000172.mp3:63.90,000815.mp3:66.01,003736.mp3:69.49"
000516.mp3,"000516.mp3:0.00,003915.mp3:42.04,003449.mp3:48.37,000164.mp3:57.72,003483.mp3:57.77"
000202.mp3,"000202.mp3:0.00,000205.mp3:57.93,003426.mp3:70.07,003446.mp3:70.90,000878.mp3:72.17"
000822.mp3,"000822.mp3:0.00,000451.mp3:31.85,000590.mp3:49.23,000141.mp3:50.03,003590.mp3:54.41"
000706.mp3,"000706.mp3:0.00,000864.mp3:63.40,000854.mp3:66.11,000841.mp3:69.45,000631.mp3:86.90"
000467.mp3,"000467.mp3:0.00,000763.mp3:60.75,000696.mp3:80.00,000776.mp3:80.51,000862.mp3:88.57"
000228.mp3,"000228.mp3:0.00,003685.mp3:33.45,003666.mp3:48.10,000589.mp3:49.77,003638.mp3:54.36"
000855.mp3,"000855.mp3:0.00,000862.mp3:8.96,000578.mp3:45.33,000174.mp3:56.37,003932.mp3:60.76"
000797.mp3,"000797.mp3:0.00,000680.mp3:32.36,000681.mp3:32.88,003972.mp3:55.61,003954.mp3:56.62"
000439.mp3,"000439.mp3:0.00,000256.mp3:39.73,000459.mp3:58.58,000719.mp3:58.76,000931.mp3:62.70"
000913.mp3,"000913.mp3:0.00,000918.mp3:42.43,003940.mp3:80.09,000353.mp3:81.99,000650.mp3:86.03"
000959.mp3,"000959.mp3:0.00,003940.mp3:53.00,003864.mp3:53.12,000568.mp3:56.20,003314.mp3:60.08"
000779.mp3,"000779.mp3:0.00,000404.mp3:30.45,003906.mp3:48.93,000317.mp3:53.75,000984.mp3:59.27"
000799.mp3,"000799.mp3:0.00,000305.mp3:65.55,003770.mp3:82.07,003382.mp3:84.88,000873.mp3:94.58"
000346.mp3,"000346.mp3:0.00,000603.mp3:72.88,000207.mp3:83.32,003850.mp3:102.52,000834.mp3:104.44"
000899.mp3,"000899.mp3:0.00,000384.mp3:55.57,000623.mp3:56.73,000319.mp3:57.64,000782.mp3:59.26"
000368.mp3,"000368.mp3:0.00,000320.mp3:30.01,000140.mp3:45.35,003914.mp3:50.63,000962.mp3:50.96"
